Time,NodeName,DropBytes
+2.35e+08ns,host18,0
+2.35e+08ns,host19,0
+2.35e+08ns,host20,0
+2.35e+08ns,host21,0
+2.35e+08ns,host22,0
+2.35e+08ns,host23,0
+2.35e+08ns,host24,0
+2.35e+08ns,host25,0
+2.35e+08ns,host26,0
+2.35e+08ns,host27,0
+2.35e+08ns,host28,0
+2.35e+08ns,host29,72000
+2.36e+08ns,host0,0
+2.36e+08ns,host1,0
+2.36e+08ns,host2,0
+2.36e+08ns,host3,0
+2.36e+08ns,host4,0
+2.36e+08ns,host5,0
+2.36e+08ns,host6,0
+2.36e+08ns,host7,0
+2.36e+08ns,host8,0
+2.36e+08ns,host9,0
+2.36e+08ns,host10,0
+2.36e+08ns,host11,0
+2.36e+08ns,host12,0
+2.36e+08ns,host13,0
+2.36e+08ns,host14,0
+2.36e+08ns,host15,0
+2.36e+08ns,host16,0
+2.36e+08ns,host17,0
+2.36e+08ns,host18,0
+2.36e+08ns,host19,0
+2.36e+08ns,host20,0
+2.36e+08ns,host21,0
+2.36e+08ns,host22,0
+2.36e+08ns,host23,0
+2.36e+08ns,host24,0
+2.36e+08ns,host25,0
+2.36e+08ns,host26,0
+2.36e+08ns,host27,0
+2.36e+08ns,host28,0
+2.36e+08ns,host29,72000
+2.37e+08ns,host0,0
+2.37e+08ns,host1,0
+2.37e+08ns,host2,0
+2.37e+08ns,host3,0
+2.37e+08ns,host4,0
+2.37e+08ns,host5,0
+2.37e+08ns,host6,0
+2.37e+08ns,host7,0
+2.37e+08ns,host8,0
+2.37e+08ns,host9,0
+2.37e+08ns,host10,0
+2.37e+08ns,host11,0
+2.37e+08ns,host12,0
+2.37e+08ns,host13,0
+2.37e+08ns,host14,0
+2.37e+08ns,host15,0
+2.37e+08ns,host16,0
+2.37e+08ns,host17,0
+2.37e+08ns,host18,0
+2.37e+08ns,host19,0
+2.37e+08ns,host20,0
+2.37e+08ns,host21,0
+2.37e+08ns,host22,0
+2.37e+08ns,host23,0
+2.37e+08ns,host24,0
+2.37e+08ns,host25,0
+2.37e+08ns,host26,0
+2.37e+08ns,host27,0
+2.37e+08ns,host28,0
+2.37e+08ns,host29,72000
+2.38e+08ns,host0,0
+2.38e+08ns,host1,0
+2.38e+08ns,host2,0
+2.38e+08ns,host3,0
+2.38e+08ns,host4,0
+2.38e+08ns,host5,0
+2.38e+08ns,host6,0
+2.38e+08ns,host7,0
+2.38e+08ns,host8,0
+2.38e+08ns,host9,0
+2.38e+08ns,host10,0
+2.38e+08ns,host11,0
+2.38e+08ns,host12,0
+2.38e+08ns,host13,0
+2.38e+08ns,host14,0
+2.38e+08ns,host15,0
+2.38e+08ns,host16,0
+2.38e+08ns,host17,0
+2.38e+08ns,host18,0
+2.38e+08ns,host19,0
+2.38e+08ns,host20,0
+2.38e+08ns,host21,0
+2.38e+08ns,host22,0
+2.38e+08ns,host23,0
+2.38e+08ns,host24,0
+2.38e+08ns,host25,0
+2.38e+08ns,host26,0
+2.38e+08ns,host27,0
+2.38e+08ns,host28,0
+2.38e+08ns,host29,72000
+2.39e+08ns,host0,0
+2.39e+08ns,host1,0
+2.39e+08ns,host2,0
+2.39e+08ns,host3,0
+2.39e+08ns,host4,0
+2.39e+08ns,host5,0
+2.39e+08ns,host6,0
+2.39e+08ns,host7,0
+2.39e+08ns,host8,0
+2.39e+08ns,host9,0
+2.39e+08ns,host10,0
+2.39e+08ns,host11,0
+2.39e+08ns,host12,0
+2.39e+08ns,host13,0
+2.39e+08ns,host14,0
+2.39e+08ns,host15,0
+2.39e+08ns,host16,0
+2.39e+08ns,host17,0
+2.39e+08ns,host18,0
+2.39e+08ns,host19,0
+2.39e+08ns,host20,0
+2.39e+08ns,host21,0
+2.39e+08ns,host22,0
+2.39e+08ns,host23,0
+2.39e+08ns,host24,0
+2.39e+08ns,host25,0
+2.39e+08ns,host26,0
+2.39e+08ns,host27,0
+2.39e+08ns,host28,0
+2.39e+08ns,host29,72000
+2.4e+08ns,host0,0
+2.4e+08ns,host1,0
+2.4e+08ns,host2,0
+2.4e+08ns,host3,0
+2.4e+08ns,host4,0
+2.4e+08ns,host5,0
+2.4e+08ns,host6,0
+2.4e+08ns,host7,0
+2.4e+08ns,host8,0
+2.4e+08ns,host9,0
+2.4e+08ns,host10,0
+2.4e+08ns,host11,0
+2.4e+08ns,host12,0
+2.4e+08ns,host13,0
+2.4e+08ns,host14,0
+2.4e+08ns,host15,0
+2.4e+08ns,host16,0
+2.4e+08ns,host17,0
+2.4e+08ns,host18,0
+2.4e+08ns,host19,0
+2.4e+08ns,host20,0
+2.4e+08ns,host21,0
+2.4e+08ns,host22,0
+2.4e+08ns,host23,0
+2.4e+08ns,host24,0
+2.4e+08ns,host25,0
+2.4e+08ns,host26,0
+2.4e+08ns,host27,0
+2.4e+08ns,host28,0
+2.4e+08ns,host29,75000
+2.41e+08ns,host0,0
+2.41e+08ns,host1,0
+2.41e+08ns,host2,0
+2.41e+08ns,host3,0
+2.41e+08ns,host4,0
+2.41e+08ns,host5,0
+2.41e+08ns,host6,0
+2.41e+08ns,host7,0
+2.41e+08ns,host8,0
+2.41e+08ns,host9,0
+2.41e+08ns,host10,0
+2.41e+08ns,host11,0
+2.41e+08ns,host12,0
+2.41e+08ns,host13,0
+2.41e+08ns,host14,0
+2.41e+08ns,host15,0
+2.41e+08ns,host16,0
+2.41e+08ns,host17,0
+2.41e+08ns,host18,0
+2.41e+08ns,host19,0
+2.41e+08ns,host20,0
+2.41e+08ns,host21,0
+2.41e+08ns,host22,0
+2.41e+08ns,host23,0
+2.41e+08ns,host24,0
+2.41e+08ns,host25,0
+2.41e+08ns,host26,0
+2.41e+08ns,host27,0
+2.41e+08ns,host28,0
+2.41e+08ns,host29,75000
+2.42e+08ns,host0,0
+2.42e+08ns,host1,0
+2.42e+08ns,host2,0
+2.42e+08ns,host3,0
+2.42e+08ns,host4,0
+2.42e+08ns,host5,0
+2.42e+08ns,host6,0
+2.42e+08ns,host7,0
+2.42e+08ns,host8,0
+2.42e+08ns,host9,0
+2.42e+08ns,host10,0
+2.42e+08ns,host11,0
+2.42e+08ns,host12,0
+2.42e+08ns,host13,0
+2.42e+08ns,host14,0
+2.42e+08ns,host15,0
+2.42e+08ns,host16,0
+2.42e+08ns,host17,0
+2.42e+08ns,host18,0
+2.42e+08ns,host19,0
+2.42e+08ns,host20,0
+2.42e+08ns,host21,0
+2.42e+08ns,host22,0
+2.42e+08ns,host23,0
+2.42e+08ns,host24,0
+2.42e+08ns,host25,0
+2.42e+08ns,host26,0
+2.42e+08ns,host27,0
+2.42e+08ns,host28,0
+2.42e+08ns,host29,75000
+2.43e+08ns,host0,0
+2.43e+08ns,host1,0
+2.43e+08ns,host2,0
+2.43e+08ns,host3,0
+2.43e+08ns,host4,0
+2.43e+08ns,host5,0
+2.43e+08ns,host6,0
+2.43e+08ns,host7,0
+2.43e+08ns,host8,0
+2.43e+08ns,host9,0
+2.43e+08ns,host10,0
+2.43e+08ns,host11,0
+2.43e+08ns,host12,0
+2.43e+08ns,host13,0
+2.43e+08ns,host14,0
+2.43e+08ns,host15,0
+2.43e+08ns,host16,0
+2.43e+08ns,host17,0
+2.43e+08ns,host18,0
+2.43e+08ns,host19,0
+2.43e+08ns,host20,0
+2.43e+08ns,host21,0
+2.43e+08ns,host22,0
+2.43e+08ns,host23,0
+2.43e+08ns,host24,0
+2.43e+08ns,host25,0
+2.43e+08ns,host26,0
+2.43e+08ns,host27,0
+2.43e+08ns,host28,0
+2.43e+08ns,host29,75000
+2.44e+08ns,host0,0
+2.44e+08ns,host1,0
+2.44e+08ns,host2,0
+2.44e+08ns,host3,0
+2.44e+08ns,host4,0
+2.44e+08ns,host5,0
+2.44e+08ns,host6,0
+2.44e+08ns,host7,0
+2.44e+08ns,host8,0
+2.44e+08ns,host9,0
+2.44e+08ns,host10,0
+2.44e+08ns,host11,0
+2.44e+08ns,host12,0
+2.44e+08ns,host13,0
+2.44e+08ns,host14,0
+2.44e+08ns,host15,0
+2.44e+08ns,host16,0
+2.44e+08ns,host17,0
+2.44e+08ns,host18,0
+2.44e+08ns,host19,0
+2.44e+08ns,host20,0
+2.44e+08ns,host21,0
+2.44e+08ns,host22,0
+2.44e+08ns,host23,0
+2.44e+08ns,host24,0
+2.44e+08ns,host25,0
+2.44e+08ns,host26,0
+2.44e+08ns,host27,0
+2.44e+08ns,host28,0
+2.44e+08ns,host29,75000
+2.45e+08ns,host0,0
+2.45e+08ns,host1,0
+2.45e+08ns,host2,0
+2.45e+08ns,host3,0
+2.45e+08ns,host4,0
+2.45e+08ns,host5,0
+2.45e+08ns,host6,0
+2.45e+08ns,host7,0
+2.45e+08ns,host8,0
+2.45e+08ns,host9,0
+2.45e+08ns,host10,0
+2.45e+08ns,host11,0
+2.45e+08ns,host12,0
+2.45e+08ns,host13,0
+2.45e+08ns,host14,0
+2.45e+08ns,host15,0
+2.45e+08ns,host16,0
+2.45e+08ns,host17,0
+2.45e+08ns,host18,0
+2.45e+08ns,host19,0
+2.45e+08ns,host20,0
+2.45e+08ns,host21,0
+2.45e+08ns,host22,0
+2.45e+08ns,host23,0
+2.45e+08ns,host24,0
+2.45e+08ns,host25,0
+2.45e+08ns,host26,0
+2.45e+08ns,host27,0
+2.45e+08ns,host28,0
+2.45e+08ns,host29,75000
+2.46e+08ns,host0,0
+2.46e+08ns,host1,0
+2.46e+08ns,host2,0
+2.46e+08ns,host3,0
+2.46e+08ns,host4,0
+2.46e+08ns,host5,0
+2.46e+08ns,host6,0
+2.46e+08ns,host7,0
+2.46e+08ns,host8,0
+2.46e+08ns,host9,0
+2.46e+08ns,host10,0
+2.46e+08ns,host11,0
+2.46e+08ns,host12,0
+2.46e+08ns,host13,0
+2.46e+08ns,host14,0
+2.46e+08ns,host15,0
+2.46e+08ns,host16,0
+2.46e+08ns,host17,0
+2.46e+08ns,host18,0
+2.46e+08ns,host19,0
+2.46e+08ns,host20,0
+2.46e+08ns,host21,0
+2.46e+08ns,host22,0
+2.46e+08ns,host23,0
+2.46e+08ns,host24,0
+2.46e+08ns,host25,0
+2.46e+08ns,host26,0
+2.46e+08ns,host27,0
+2.46e+08ns,host28,0
+2.46e+08ns,host29,75000
+2.47e+08ns,host0,0
+2.47e+08ns,host1,0
+2.47e+08ns,host2,0
+2.47e+08ns,host3,0
+2.47e+08ns,host4,0
+2.47e+08ns,host5,0
+2.47e+08ns,host6,0
+2.47e+08ns,host7,0
+2.47e+08ns,host8,0
+2.47e+08ns,host9,0
+2.47e+08ns,host10,0
+2.47e+08ns,host11,0
+2.47e+08ns,host12,0
+2.47e+08ns,host13,0
+2.47e+08ns,host14,0
+2.47e+08ns,host15,0
+2.47e+08ns,host16,0
+2.47e+08ns,host17,0
+2.47e+08ns,host18,0
+2.47e+08ns,host19,0
+2.47e+08ns,host20,0
+2.47e+08ns,host21,0
+2.47e+08ns,host22,0
+2.47e+08ns,host23,0
+2.47e+08ns,host24,0
+2.47e+08ns,host25,0
+2.47e+08ns,host26,0
+2.47e+08ns,host27,0
+2.47e+08ns,host28,0
+2.47e+08ns,host29,75000
+2.48e+08ns,host0,0
+2.48e+08ns,host1,0
+2.48e+08ns,host2,0
+2.48e+08ns,host3,0
+2.48e+08ns,host4,0
+2.48e+08ns,host5,0
+2.48e+08ns,host6,0
+2.48e+08ns,host7,0
+2.48e+08ns,host8,0
+2.48e+08ns,host9,0
+2.48e+08ns,host10,0
+2.48e+08ns,host11,0
+2.48e+08ns,host12,0
+2.48e+08ns,host13,0
+2.48e+08ns,host14,0
+2.48e+08ns,host15,0
+2.48e+08ns,host16,0
+2.48e+08ns,host17,0
+2.48e+08ns,host18,0
+2.48e+08ns,host19,0
+2.48e+08ns,host20,0
+2.48e+08ns,host21,0
+2.48e+08ns,host22,0
+2.48e+08ns,host23,0
+2.48e+08ns,host24,0
+2.48e+08ns,host25,0
+2.48e+08ns,host26,0
+2.48e+08ns,host27,0
+2.48e+08ns,host28,0
+2.48e+08ns,host29,75000
+2.49e+08ns,host0,0
+2.49e+08ns,host1,0
+2.49e+08ns,host2,0
+2.49e+08ns,host3,0
+2.49e+08ns,host4,0
+2.49e+08ns,host5,0
+2.49e+08ns,host6,0
+2.49e+08ns,host7,0
+2.49e+08ns,host8,0
+2.49e+08ns,host9,0
+2.49e+08ns,host10,0
+2.49e+08ns,host11,0
+2.49e+08ns,host12,0
+2.49e+08ns,host13,0
+2.49e+08ns,host14,0
+2.49e+08ns,host15,0
+2.49e+08ns,host16,0
+2.49e+08ns,host17,0
+2.49e+08ns,host18,0
+2.49e+08ns,host19,0
+2.49e+08ns,host20,0
+2.49e+08ns,host21,0
+2.49e+08ns,host22,0
+2.49e+08ns,host23,0
+2.49e+08ns,host24,0
+2.49e+08ns,host25,0
+2.49e+08ns,host26,0
+2.49e+08ns,host27,0
+2.49e+08ns,host28,0
+2.49e+08ns,host29,75000
+2.5e+08ns,host0,0
+2.5e+08ns,host1,0
+2.5e+08ns,host2,0
+2.5e+08ns,host3,0
+2.5e+08ns,host4,0
+2.5e+08ns,host5,0
+2.5e+08ns,host6,0
+2.5e+08ns,host7,0
+2.5e+08ns,host8,0
+2.5e+08ns,host9,0
+2.5e+08ns,host10,0
+2.5e+08ns,host11,0
+2.5e+08ns,host12,0
+2.5e+08ns,host13,0
+2.5e+08ns,host14,0
+2.5e+08ns,host15,0
+2.5e+08ns,host16,0
+2.5e+08ns,host17,0
+2.5e+08ns,host18,0
+2.5e+08ns,host19,0
+2.5e+08ns,host20,0
+2.5e+08ns,host21,0
+2.5e+08ns,host22,0
+2.5e+08ns,host23,0
+2.5e+08ns,host24,0
+2.5e+08ns,host25,0
+2.5e+08ns,host26,0
+2.5e+08ns,host27,0
+2.5e+08ns,host28,0
+2.5e+08ns,host29,78000
+2.51e+08ns,host0,0
+2.51e+08ns,host1,0
+2.51e+08ns,host2,0
+2.51e+08ns,host3,0
+2.51e+08ns,host4,0
+2.51e+08ns,host5,0
+2.51e+08ns,host6,0
+2.51e+08ns,host7,0
+2.51e+08ns,host8,0
+2.51e+08ns,host9,0
+2.51e+08ns,host10,0
+2.51e+08ns,host11,0
+2.51e+08ns,host12,0
+2.51e+08ns,host13,0
+2.51e+08ns,host14,0
+2.51e+08ns,host15,0
+2.51e+08ns,host16,0
+2.51e+08ns,host17,0
+2.51e+08ns,host18,0
+2.51e+08ns,host19,0
+2.51e+08ns,host20,0
+2.51e+08ns,host21,0
+2.51e+08ns,host22,0
+2.51e+08ns,host23,0
+2.51e+08ns,host24,0
+2.51e+08ns,host25,0
+2.51e+08ns,host26,0
+2.51e+08ns,host27,0
+2.51e+08ns,host28,0
+2.51e+08ns,host29,78000
+2.52e+08ns,host0,0
+2.52e+08ns,host1,0
+2.52e+08ns,host2,0
+2.52e+08ns,host3,0
+2.52e+08ns,host4,0
+2.52e+08ns,host5,0
+2.52e+08ns,host6,0
+2.52e+08ns,host7,0
+2.52e+08ns,host8,0
+2.52e+08ns,host9,0
+2.52e+08ns,host10,0
+2.52e+08ns,host11,0
+2.52e+08ns,host12,0
+2.52e+08ns,host13,0
+2.52e+08ns,host14,0
+2.52e+08ns,host15,0
+2.52e+08ns,host16,0
+2.52e+08ns,host17,0
+2.52e+08ns,host18,0
+2.52e+08ns,host19,0
+2.52e+08ns,host20,0
+2.52e+08ns,host21,0
+2.52e+08ns,host22,0
+2.52e+08ns,host23,0
+2.52e+08ns,host24,0
+2.52e+08ns,host25,0
+2.52e+08ns,host26,0
+2.52e+08ns,host27,0
+2.52e+08ns,host28,0
+2.52e+08ns,host29,78000
+2.53e+08ns,host0,0
+2.53e+08ns,host1,0
+2.53e+08ns,host2,0
+2.53e+08ns,host3,0
+2.53e+08ns,host4,0
+2.53e+08ns,host5,0
+2.53e+08ns,host6,0
+2.53e+08ns,host7,0
+2.53e+08ns,host8,0
+2.53e+08ns,host9,0
+2.53e+08ns,host10,0
+2.53e+08ns,host11,0
+2.53e+08ns,host12,0
+2.53e+08ns,host13,0
+2.53e+08ns,host14,0
+2.53e+08ns,host15,0
+2.53e+08ns,host16,0
+2.53e+08ns,host17,0
+2.53e+08ns,host18,0
+2.53e+08ns,host19,0
+2.53e+08ns,host20,0
+2.53e+08ns,host21,0
+2.53e+08ns,host22,0
+2.53e+08ns,host23,0
+2.53e+08ns,host24,0
+2.53e+08ns,host25,0
+2.53e+08ns,host26,0
+2.53e+08ns,host27,0
+2.53e+08ns,host28,0
+2.53e+08ns,host29,78000
+2.54e+08ns,host0,0
+2.54e+08ns,host1,0
+2.54e+08ns,host2,0
+2.54e+08ns,host3,0
+2.54e+08ns,host4,0
+2.54e+08ns,host5,0
+2.54e+08ns,host6,0
+2.54e+08ns,host7,0
+2.54e+08ns,host8,0
+2.54e+08ns,host9,0
+2.54e+08ns,host10,0
+2.54e+08ns,host11,0
+2.54e+08ns,host12,0
+2.54e+08ns,host13,0
+2.54e+08ns,host14,0
+2.54e+08ns,host15,0
+2.54e+08ns,host16,0
+2.54e+08ns,host17,0
+2.54e+08ns,host18,0
+2.54e+08ns,host19,0
+2.54e+08ns,host20,0
+2.54e+08ns,host21,0
+2.54e+08ns,host22,0
+2.54e+08ns,host23,0
+2.54e+08ns,host24,0
+2.54e+08ns,host25,0
+2.54e+08ns,host26,0
+2.54e+08ns,host27,0
+2.54e+08ns,host28,0
+2.54e+08ns,host29,78000
+2.55e+08ns,host0,0
+2.55e+08ns,host1,0
+2.55e+08ns,host2,0
+2.55e+08ns,host3,0
+2.55e+08ns,host4,0
+2.55e+08ns,host5,0
+2.55e+08ns,host6,0
+2.55e+08ns,host7,0
+2.55e+08ns,host8,0
+2.55e+08ns,host9,0
+2.55e+08ns,host10,0
+2.55e+08ns,host11,0
+2.55e+08ns,host12,0
+2.55e+08ns,host13,0
+2.55e+08ns,host14,0
+2.55e+08ns,host15,0
+2.55e+08ns,host16,0
+2.55e+08ns,host17,0
+2.55e+08ns,host18,0
+2.55e+08ns,host19,0
+2.55e+08ns,host20,0
+2.55e+08ns,host21,0
+2.55e+08ns,host22,0
+2.55e+08ns,host23,0
+2.55e+08ns,host24,0
+2.55e+08ns,host25,0
+2.55e+08ns,host26,0
+2.55e+08ns,host27,0
+2.55e+08ns,host28,0
+2.55e+08ns,host29,78000
+2.56e+08ns,host0,0
+2.56e+08ns,host1,0
+2.56e+08ns,host2,0
+2.56e+08ns,host3,0
+2.56e+08ns,host4,0
+2.56e+08ns,host5,0
+2.56e+08ns,host6,0
+2.56e+08ns,host7,0
+2.56e+08ns,host8,0
+2.56e+08ns,host9,0
+2.56e+08ns,host10,0
+2.56e+08ns,host11,0
+2.56e+08ns,host12,0
+2.56e+08ns,host13,0
+2.56e+08ns,host14,0
+2.56e+08ns,host15,0
+2.56e+08ns,host16,0
+2.56e+08ns,host17,0
+2.56e+08ns,host18,0
+2.56e+08ns,host19,0
+2.56e+08ns,host20,0
+2.56e+08ns,host21,0
+2.56e+08ns,host22,0
+2.56e+08ns,host23,0
+2.56e+08ns,host24,0
+2.56e+08ns,host25,0
+2.56e+08ns,host26,0
+2.56e+08ns,host27,0
+2.56e+08ns,host28,0
+2.56e+08ns,host29,78000
+2.57e+08ns,host0,0
+2.57e+08ns,host1,0
+2.57e+08ns,host2,0
+2.57e+08ns,host3,0
+2.57e+08ns,host4,0
+2.57e+08ns,host5,0
+2.57e+08ns,host6,0
+2.57e+08ns,host7,0
+2.57e+08ns,host8,0
+2.57e+08ns,host9,0
+2.57e+08ns,host10,0
+2.57e+08ns,host11,0
+2.57e+08ns,host12,0
+2.57e+08ns,host13,0
+2.57e+08ns,host14,0
+2.57e+08ns,host15,0
+2.57e+08ns,host16,0
+2.57e+08ns,host17,0
+2.57e+08ns,host18,0
+2.57e+08ns,host19,0
+2.57e+08ns,host20,0
+2.57e+08ns,host21,0
+2.57e+08ns,host22,0
+2.57e+08ns,host23,0
+2.57e+08ns,host24,0
+2.57e+08ns,host25,0
+2.57e+08ns,host26,0
+2.57e+08ns,host27,0
+2.57e+08ns,host28,0
+2.57e+08ns,host29,78000
+2.58e+08ns,host0,0
+2.58e+08ns,host1,0
+2.58e+08ns,host2,0
+2.58e+08ns,host3,0
+2.58e+08ns,host4,0
+2.58e+08ns,host5,0
+2.58e+08ns,host6,0
+2.58e+08ns,host7,0
+2.58e+08ns,host8,0
+2.58e+08ns,host9,0
+2.58e+08ns,host10,0
+2.58e+08ns,host11,0
+2.58e+08ns,host12,0
+2.58e+08ns,host13,0
+2.58e+08ns,host14,0
+2.58e+08ns,host15,0
+2.58e+08ns,host16,0
+2.58e+08ns,host17,0
+2.58e+08ns,host18,0
+2.58e+08ns,host19,0
+2.58e+08ns,host20,0
+2.58e+08ns,host21,0
+2.58e+08ns,host22,0
+2.58e+08ns,host23,0
+2.58e+08ns,host24,0
+2.58e+08ns,host25,0
+2.58e+08ns,host26,0
+2.58e+08ns,host27,0
+2.58e+08ns,host28,0
+2.58e+08ns,host29,78000
+2.59e+08ns,host0,0
+2.59e+08ns,host1,0
+2.59e+08ns,host2,0
+2.59e+08ns,host3,0
+2.59e+08ns,host4,0
+2.59e+08ns,host5,0
+2.59e+08ns,host6,0
+2.59e+08ns,host7,0
+2.59e+08ns,host8,0
+2.59e+08ns,host9,0
+2.59e+08ns,host10,0
+2.59e+08ns,host11,0
+2.59e+08ns,host12,0
+2.59e+08ns,host13,0
+2.59e+08ns,host14,0
+2.59e+08ns,host15,0
+2.59e+08ns,host16,0
+2.59e+08ns,host17,0
+2.59e+08ns,host18,0
+2.59e+08ns,host19,0
+2.59e+08ns,host20,0
+2.59e+08ns,host21,0
+2.59e+08ns,host22,0
+2.59e+08ns,host23,0
+2.59e+08ns,host24,0
+2.59e+08ns,host25,0
+2.59e+08ns,host26,0
+2.59e+08ns,host27,0
+2.59e+08ns,host28,0
+2.59e+08ns,host29,78000
+2.6e+08ns,host0,0
+2.6e+08ns,host1,0
+2.6e+08ns,host2,0
+2.6e+08ns,host3,0
+2.6e+08ns,host4,0
+2.6e+08ns,host5,0
+2.6e+08ns,host6,0
+2.6e+08ns,host7,0
+2.6e+08ns,host8,0
+2.6e+08ns,host9,0
+2.6e+08ns,host10,0
+2.6e+08ns,host11,0
+2.6e+08ns,host12,0
+2.6e+08ns,host13,0
+2.6e+08ns,host14,0
+2.6e+08ns,host15,0
+2.6e+08ns,host16,0
+2.6e+08ns,host17,0
+2.6e+08ns,host18,0
+2.6e+08ns,host19,0
+2.6e+08ns,host20,0
+2.6e+08ns,host21,0
+2.6e+08ns,host22,0
+2.6e+08ns,host23,0
+2.6e+08ns,host24,0
+2.6e+08ns,host25,0
+2.6e+08ns,host26,0
+2.6e+08ns,host27,0
+2.6e+08ns,host28,0
+2.6e+08ns,host29,81000
+2.61e+08ns,host0,0
+2.61e+08ns,host1,0
+2.61e+08ns,host2,0
+2.61e+08ns,host3,0
+2.61e+08ns,host4,0
+2.61e+08ns,host5,0
+2.61e+08ns,host6,0
+2.61e+08ns,host7,0
+2.61e+08ns,host8,0
+2.61e+08ns,host9,0
+2.61e+08ns,host10,0
+2.61e+08ns,host11,0
+2.61e+08ns,host12,0
+2.61e+08ns,host13,0
+2.61e+08ns,host14,0
+2.61e+08ns,host15,0
+2.61e+08ns,host16,0
+2.61e+08ns,host17,0
+2.61e+08ns,host18,0
+2.61e+08ns,host19,0
+2.61e+08ns,host20,0
+2.61e+08ns,host21,0
+2.61e+08ns,host22,0
+2.61e+08ns,host23,0
+2.61e+08ns,host24,0
+2.61e+08ns,host25,0
+2.61e+08ns,host26,0
+2.61e+08ns,host27,0
+2.61e+08ns,host28,0
+2.61e+08ns,host29,81000
+2.62e+08ns,host0,0
+2.62e+08ns,host1,0
+2.62e+08ns,host2,0
+2.62e+08ns,host3,0
+2.62e+08ns,host4,0
+2.62e+08ns,host5,0
+2.62e+08ns,host6,0
+2.62e+08ns,host7,0
+2.62e+08ns,host8,0
+2.62e+08ns,host9,0
+2.62e+08ns,host10,0
+2.62e+08ns,host11,0
+2.62e+08ns,host12,0
+2.62e+08ns,host13,0
+2.62e+08ns,host14,0
+2.62e+08ns,host15,0
+2.62e+08ns,host16,0
+2.62e+08ns,host17,0
+2.62e+08ns,host18,0
+2.62e+08ns,host19,0
+2.62e+08ns,host20,0
+2.62e+08ns,host21,0
+2.62e+08ns,host22,0
+2.62e+08ns,host23,0
+2.62e+08ns,host24,0
+2.62e+08ns,host25,0
+2.62e+08ns,host26,0
+2.62e+08ns,host27,0
+2.62e+08ns,host28,0
+2.62e+08ns,host29,81000
+2.63e+08ns,host0,0
+2.63e+08ns,host1,0
+2.63e+08ns,host2,0
+2.63e+08ns,host3,0
+2.63e+08ns,host4,0
+2.63e+08ns,host5,0
+2.63e+08ns,host6,0
+2.63e+08ns,host7,0
+2.63e+08ns,host8,0
+2.63e+08ns,host9,0
+2.63e+08ns,host10,0
+2.63e+08ns,host11,0
+2.63e+08ns,host12,0
+2.63e+08ns,host13,0
+2.63e+08ns,host14,0
+2.63e+08ns,host15,0
+2.63e+08ns,host16,0
+2.63e+08ns,host17,0
+2.63e+08ns,host18,0
+2.63e+08ns,host19,0
+2.63e+08ns,host20,0
+2.63e+08ns,host21,0
+2.63e+08ns,host22,0
+2.63e+08ns,host23,0
+2.63e+08ns,host24,0
+2.63e+08ns,host25,0
+2.63e+08ns,host26,0
+2.63e+08ns,host27,0
+2.63e+08ns,host28,0
+2.63e+08ns,host29,81000
+2.64e+08ns,host0,0
+2.64e+08ns,host1,0
+2.64e+08ns,host2,0
+2.64e+08ns,host3,0
+2.64e+08ns,host4,0
+2.64e+08ns,host5,0
+2.64e+08ns,host6,0
+2.64e+08ns,host7,0
+2.64e+08ns,host8,0
+2.64e+08ns,host9,0
+2.64e+08ns,host10,0
+2.64e+08ns,host11,0
+2.64e+08ns,host12,0
+2.64e+08ns,host13,0
+2.64e+08ns,host14,0
+2.64e+08ns,host15,0
+2.64e+08ns,host16,0
+2.64e+08ns,host17,0
+2.64e+08ns,host18,0
+2.64e+08ns,host19,0
+2.64e+08ns,host20,0
+2.64e+08ns,host21,0
+2.64e+08ns,host22,0
+2.64e+08ns,host23,0
+2.64e+08ns,host24,0
+2.64e+08ns,host25,0
+2.64e+08ns,host26,0
+2.64e+08ns,host27,0
+2.64e+08ns,host28,0
+2.64e+08ns,host29,81000
+2.65e+08ns,host0,0
+2.65e+08ns,host1,0
+2.65e+08ns,host2,0
+2.65e+08ns,host3,0
+2.65e+08ns,host4,0
+2.65e+08ns,host5,0
+2.65e+08ns,host6,0
+2.65e+08ns,host7,0
+2.65e+08ns,host8,0
+2.65e+08ns,host9,0
+2.65e+08ns,host10,0
+2.65e+08ns,host11,0
+2.65e+08ns,host12,0
+2.65e+08ns,host13,0
+2.65e+08ns,host14,0
+2.65e+08ns,host15,0
+2.65e+08ns,host16,0
+2.65e+08ns,host17,0
+2.65e+08ns,host18,0
+2.65e+08ns,host19,0
+2.65e+08ns,host20,0
+2.65e+08ns,host21,0
+2.65e+08ns,host22,0
+2.65e+08ns,host23,0
+2.65e+08ns,host24,0
+2.65e+08ns,host25,0
+2.65e+08ns,host26,0
+2.65e+08ns,host27,0
+2.65e+08ns,host28,0
+2.65e+08ns,host29,81000
+2.66e+08ns,host0,0
+2.66e+08ns,host1,0
+2.66e+08ns,host2,0
+2.66e+08ns,host3,0
+2.66e+08ns,host4,0
+2.66e+08ns,host5,0
+2.66e+08ns,host6,0
+2.66e+08ns,host7,0
+2.66e+08ns,host8,0
+2.66e+08ns,host9,0
+2.66e+08ns,host10,0
+2.66e+08ns,host11,0
+2.66e+08ns,host12,0
+2.66e+08ns,host13,0
+2.66e+08ns,host14,0
+2.66e+08ns,host15,0
+2.66e+08ns,host16,0
+2.66e+08ns,host17,0
