Time,RouterName,PkgName,OutputIf
+2.74864e+09ns,host1,pk-host4-to-host1-#639,-1
+2.76064e+09ns,host1,pk-host4-to-host1-#648,-1
+2.77264e+09ns,host1,pk-host4-to-host1-#649,-1
+2.78464e+09ns,host1,pk-host4-to-host1-#658,-1
+2.79664e+09ns,host1,pk-host4-to-host1-#659,-1
+2.80864e+09ns,host1,pk-host4-to-host1-#668,-1
+2.82064e+09ns,host1,pk-host4-to-host1-#669,-1
+2.83264e+09ns,host1,pk-host4-to-host1-#678,-1
+2.84464e+09ns,host1,pk-host4-to-host1-#679,-1
+2.85664e+09ns,host1,pk-host4-to-host1-#688,-1
+2.86864e+09ns,host1,pk-host4-to-host1-#689,-1
+2.88064e+09ns,host1,pk-host4-to-host1-#698,-1
+2.89264e+09ns,host1,pk-host4-to-host1-#699,-1
+2.90464e+09ns,host1,pk-host4-to-host1-#708,-1
+2.91664e+09ns,host1,pk-host4-to-host1-#709,-1
+2.92864e+09ns,host1,pk-host4-to-host1-#718,-1
+2.94064e+09ns,host1,pk-host4-to-host1-#719,-1
+2.95264e+09ns,host1,pk-host4-to-host1-#728,-1
+2.96464e+09ns,host1,pk-host4-to-host1-#729,-1
+2.97664e+09ns,host1,pk-host4-to-host1-#738,-1
+2.98864e+09ns,host1,pk-host4-to-host1-#739,-1
+3.00064e+09ns,host1,pk-host4-to-host1-#748,-1
+3.01264e+09ns,host1,pk-host4-to-host1-#749,-1
+3.02464e+09ns,host1,pk-host4-to-host1-#758,-1
+3.03664e+09ns,host1,pk-host4-to-host1-#759,-1
+3.04864e+09ns,host1,pk-host4-to-host1-#768,-1
+3.06064e+09ns,host1,pk-host4-to-host1-#769,-1
+3.07264e+09ns,host1,pk-host4-to-host1-#778,-1
+3.08464e+09ns,host1,pk-host4-to-host1-#779,-1
+3.09664e+09ns,host1,pk-host4-to-host1-#788,-1
+3.10864e+09ns,host1,pk-host4-to-host1-#789,-1
+3.12064e+09ns,host1,pk-host4-to-host1-#798,-1
+3.13264e+09ns,host1,pk-host4-to-host1-#799,-1
+3.14464e+09ns,host1,pk-host4-to-host1-#808,-1
+3.15664e+09ns,host1,pk-host4-to-host1-#809,-1
+3.16864e+09ns,host1,pk-host4-to-host1-#818,-1
+3.18064e+09ns,host1,pk-host4-to-host1-#819,-1
+3.19264e+09ns,host1,pk-host4-to-host1-#828,-1
+3.20464e+09ns,host1,pk-host4-to-host1-#829,-1
+3.21664e+09ns,host1,pk-host4-to-host1-#838,-1
+3.22864e+09ns,host1,pk-host4-to-host1-#839,-1
+3.24064e+09ns,host1,pk-host4-to-host1-#848,-1
+3.25264e+09ns,host1,pk-host4-to-host1-#849,-1
+3.26464e+09ns,host1,pk-host4-to-host1-#858,-1
+3.27664e+09ns,host1,pk-host4-to-host1-#868,-1
+3.28864e+09ns,host1,pk-host4-to-host1-#878,-1
+3.30064e+09ns,host1,pk-host4-to-host1-#888,-1
+3.31264e+09ns,host1,pk-host4-to-host1-#898,-1
+3.32464e+09ns,host1,pk-host4-to-host1-#908,-1
+3.33664e+09ns,host1,pk-host4-to-host1-#928,-1
+3.34864e+09ns,host1,pk-host4-to-host1-#938,-1
+3.36064e+09ns,host1,pk-host4-to-host1-#948,-1
+3.37264e+09ns,host1,pk-host4-to-host1-#958,-1
+3.38464e+09ns,host1,pk-host4-to-host1-#968,-1
+3.39664e+09ns,host1,pk-host4-to-host1-#988,-1
+3.40864e+09ns,host1,pk-host4-to-host1-#998,-1
+3.42064e+09ns,host1,pk-host4-to-host1-#1008,-1
