Time,RouterName,PkgName,OutputIf
+1.23664e+09ns,host2,pk-host1-to-host2-#512,-1
+1.23664e+09ns,host1,pk-host2-to-host1-#514,-1
+1.23664e+09ns,host1,pk-host3-to-host1-#367,-1
+1.23664e+09ns,host3,pk-host4-to-host1-#518,1
+1.24864e+09ns,host1,pk-host0-to-host1-#511,-1
+1.24864e+09ns,host2,pk-host1-to-host2-#513,-1
+1.24864e+09ns,host1,pk-host2-to-host1-#515,-1
+1.24864e+09ns,host1,pk-host4-to-host1-#149,-1
+1.24864e+09ns,host3,pk-host4-to-host1-#519,1
+1.26064e+09ns,host1,pk-host0-to-host1-#520,-1
+1.26064e+09ns,host2,pk-host1-to-host2-#522,-1
+1.26064e+09ns,host1,pk-host2-to-host1-#524,-1
+1.26064e+09ns,host1,pk-host3-to-host1-#376,-1
+1.26064e+09ns,host3,pk-host4-to-host1-#528,1
+1.27264e+09ns,host1,pk-host0-to-host1-#521,-1
+1.27264e+09ns,host2,pk-host1-to-host2-#523,-1
+1.27264e+09ns,host1,pk-host2-to-host1-#525,-1
+1.27264e+09ns,host1,pk-host3-to-host1-#377,-1
+1.27264e+09ns,host3,pk-host4-to-host1-#529,1
+1.28464e+09ns,host1,pk-host0-to-host1-#530,-1
+1.28464e+09ns,host2,pk-host1-to-host2-#532,-1
+1.28464e+09ns,host1,pk-host2-to-host1-#534,-1
+1.28464e+09ns,host1,pk-host4-to-host1-#158,-1
+1.28464e+09ns,host3,pk-host4-to-host1-#538,1
+1.29664e+09ns,host1,pk-host0-to-host1-#531,-1
+1.29664e+09ns,host2,pk-host1-to-host2-#533,-1
+1.29664e+09ns,host1,pk-host2-to-host1-#535,-1
+1.29664e+09ns,host1,pk-host3-to-host1-#386,-1
+1.29664e+09ns,host3,pk-host4-to-host1-#539,1
+1.30864e+09ns,host1,pk-host0-to-host1-#540,-1
+1.30864e+09ns,host2,pk-host1-to-host2-#542,-1
+1.30864e+09ns,host1,pk-host2-to-host1-#544,-1
+1.30864e+09ns,host1,pk-host3-to-host1-#387,-1
+1.30864e+09ns,host3,pk-host4-to-host1-#548,1
+1.32064e+09ns,host1,pk-host0-to-host1-#541,-1
+1.32064e+09ns,host2,pk-host1-to-host2-#543,-1
+1.32064e+09ns,host1,pk-host2-to-host1-#545,-1
+1.32064e+09ns,host1,pk-host4-to-host1-#159,-1
+1.32064e+09ns,host3,pk-host4-to-host1-#549,1
+1.33264e+09ns,host1,pk-host0-to-host1-#550,-1
+1.33264e+09ns,host2,pk-host1-to-host2-#552,-1
+1.33264e+09ns,host1,pk-host2-to-host1-#554,-1
+1.33264e+09ns,host1,pk-host3-to-host1-#396,-1
+1.33264e+09ns,host3,pk-host4-to-host1-#558,1
+1.34464e+09ns,host1,pk-host0-to-host1-#551,-1
+1.34464e+09ns,host2,pk-host1-to-host2-#553,-1
+1.34464e+09ns,host1,pk-host2-to-host1-#555,-1
+1.34464e+09ns,host1,pk-host3-to-host1-#397,-1
+1.34464e+09ns,host3,pk-host4-to-host1-#559,1
+1.35664e+09ns,host1,pk-host0-to-host1-#560,-1
+1.35664e+09ns,host2,pk-host1-to-host2-#562,-1
+1.35664e+09ns,host1,pk-host2-to-host1-#564,-1
+1.35664e+09ns,host1,pk-host4-to-host1-#168,-1
+1.35664e+09ns,host3,pk-host4-to-host1-#568,1
+1.36864e+09ns,host1,pk-host0-to-host1-#561,-1
+1.36864e+09ns,host2,pk-host1-to-host2-#563,-1
+1.36864e+09ns,host1,pk-host2-to-host1-#565,-1
+1.36864e+09ns,host1,pk-host3-to-host1-#406,-1
+1.36864e+09ns,host3,pk-host4-to-host1-#569,1
+1.38064e+09ns,host1,pk-host0-to-host1-#570,-1
+1.38064e+09ns,host2,pk-host1-to-host2-#572,-1
+1.38064e+09ns,host1,pk-host2-to-host1-#574,-1
+1.38064e+09ns,host1,pk-host3-to-host1-#407,-1
+1.38064e+09ns,host3,pk-host4-to-host1-#578,1
+1.39264e+09ns,host1,pk-host0-to-host1-#571,-1
+1.39264e+09ns,host2,pk-host1-to-host2-#573,-1
+1.39264e+09ns,host1,pk-host2-to-host1-#575,-1
+1.39264e+09ns,host1,pk-host4-to-host1-#169,-1
+1.39264e+09ns,host3,pk-host4-to-host1-#579,1
+1.40464e+09ns,host1,pk-host0-to-host1-#580,-1
+1.40464e+09ns,host2,pk-host1-to-host2-#582,-1
+1.40464e+09ns,host1,pk-host2-to-host1-#584,-1
+1.40464e+09ns,host1,pk-host3-to-host1-#416,-1
+1.40464e+09ns,host3,pk-host4-to-host1-#588,1
+1.41664e+09ns,host1,pk-host0-to-host1-#581,-1
+1.41664e+09ns,host2,pk-host1-to-host2-#583,-1
+1.41664e+09ns,host1,pk-host2-to-host1-#585,-1
+1.41664e+09ns,host1,pk-host3-to-host1-#417,-1
+1.41664e+09ns,host3,pk-host4-to-host1-#589,1
+1.42864e+09ns,host1,pk-host0-to-host1-#590,-1
+1.42864e+09ns,host2,pk-host1-to-host2-#592,-1
+1.42864e+09ns,host1,pk-host2-to-host1-#594,-1
+1.42864e+09ns,host1,pk-host3-to-host1-#426,-1
+1.42864e+09ns,host3,pk-host4-to-host1-#598,1
+1.44064e+09ns,host1,pk-host0-to-host1-#591,-1
+1.44064e+09ns,host2,pk-host1-to-host2-#593,-1
+1.44064e+09ns,host1,pk-host2-to-host1-#595,-1
+1.44064e+09ns,host1,pk-host3-to-host1-#427,-1
+1.44064e+09ns,host3,pk-host4-to-host1-#599,1
+1.45264e+09ns,host1,pk-host0-to-host1-#600,-1
+1.45264e+09ns,host2,pk-host1-to-host2-#602,-1
+1.45264e+09ns,host1,pk-host2-to-host1-#604,-1
+1.45264e+09ns,host1,pk-host4-to-host1-#178,-1
+1.45264e+09ns,host3,pk-host4-to-host1-#608,1
+1.46464e+09ns,host1,pk-host0-to-host1-#601,-1
+1.46464e+09ns,host2,pk-host1-to-host2-#603,-1
+1.46464e+09ns,host1,pk-host2-to-host1-#605,-1
+1.46464e+09ns,host1,pk-host3-to-host1-#436,-1
+1.46464e+09ns,host3,pk-host4-to-host1-#609,1
+1.47664e+09ns,host1,pk-host0-to-host1-#610,-1
+1.47664e+09ns,host2,pk-host1-to-host2-#612,-1
+1.47664e+09ns,host1,pk-host2-to-host1-#614,-1
+1.47664e+09ns,host1,pk-host3-to-host1-#437,-1
+1.47664e+09ns,host3,pk-host4-to-host1-#618,1
+1.48864e+09ns,host1,pk-host0-to-host1-#611,-1
+1.48864e+09ns,host2,pk-host1-to-host2-#613,-1
+1.48864e+09ns,host1,pk-host2-to-host1-#615,-1
+1.48864e+09ns,host1,pk-host4-to-host1-#179,-1
+1.48864e+09ns,host3,pk-host4-to-host1-#619,1
+1.50064e+09ns,host1,pk-host0-to-host1-#620,-1
+1.50064e+09ns,host2,pk-host1-to-host2-#622,-1
+1.50064e+09ns,host1,pk-host2-to-host1-#624,-1
+1.50064e+09ns,host1,pk-host3-to-host1-#446,-1
+1.50064e+09ns,host3,pk-host4-to-host1-#628,1
+1.51264e+09ns,host1,pk-host0-to-host1-#621,-1
+1.51264e+09ns,host2,pk-host1-to-host2-#623,-1
+1.51264e+09ns,host1,pk-host2-to-host1-#625,-1
+1.51264e+09ns,host1,pk-host3-to-host1-#447,-1
+1.51264e+09ns,host3,pk-host4-to-host1-#629,1
+1.52464e+09ns,host1,pk-host0-to-host1-#630,-1
+1.52464e+09ns,host2,pk-host1-to-host2-#632,-1
+1.52464e+09ns,host1,pk-host2-to-host1-#634,-1
+1.52464e+09ns,host1,pk-host4-to-host1-#188,-1
+1.52464e+09ns,host3,pk-host4-to-host1-#638,1
+1.53664e+09ns,host1,pk-host0-to-host1-#631,-1
+1.53664e+09ns,host2,pk-host1-to-host2-#633,-1
+1.53664e+09ns,host1,pk-host2-to-host1-#635,-1
+1.53664e+09ns,host1,pk-host3-to-host1-#456,-1
+1.53664e+09ns,host3,pk-host4-to-host1-#639,1
+1.54864e+09ns,host1,pk-host0-to-host1-#640,-1
+1.54864e+09ns,host2,pk-host1-to-host2-#642,-1
+1.54864e+09ns,host1,pk-host2-to-host1-#644,-1
+1.54864e+09ns,host1,pk-host3-to-host1-#457,-1
+1.54864e+09ns,host3,pk-host4-to-host1-#648,1
+1.56064e+09ns,host1,pk-host0-to-host1-#641,-1
+1.56064e+09ns,host2,pk-host1-to-host2-#643,-1
+1.56064e+09ns,host1,pk-host2-to-host1-#645,-1
+1.56064e+09ns,host1,pk-host4-to-host1-#189,-1
+1.56064e+09ns,host3,pk-host4-to-host1-#649,1
+1.57264e+09ns,host1,pk-host0-to-host1-#650,-1
+1.57264e+09ns,host2,pk-host1-to-host2-#652,-1
+1.57264e+09ns,host1,pk-host2-to-host1-#654,-1
+1.57264e+09ns,host1,pk-host3-to-host1-#466,-1
+1.57264e+09ns,host3,pk-host4-to-host1-#658,1
+1.58464e+09ns,host1,pk-host0-to-host1-#651,-1
+1.58464e+09ns,host2,pk-host1-to-host2-#653,-1
+1.58464e+09ns,host1,pk-host2-to-host1-#655,-1
+1.58464e+09ns,host1,pk-host3-to-host1-#467,-1
+1.58464e+09ns,host3,pk-host4-to-host1-#659,1
+1.59664e+09ns,host1,pk-host0-to-host1-#660,-1
+1.59664e+09ns,host2,pk-host1-to-host2-#662,-1
+1.59664e+09ns,host1,pk-host2-to-host1-#664,-1
+1.59664e+09ns,host1,pk-host4-to-host1-#198,-1
+1.59664e+09ns,host3,pk-host4-to-host1-#668,1
+1.60864e+09ns,host1,pk-host0-to-host1-#661,-1
+1.60864e+09ns,host2,pk-host1-to-host2-#663,-1
+1.60864e+09ns,host1,pk-host2-to-host1-#665,-1
+1.60864e+09ns,host1,pk-host3-to-host1-#476,-1
+1.60864e+09ns,host3,pk-host4-to-host1-#669,1
+1.62064e+09ns,host1,pk-host0-to-host1-#670,-1
+1.62064e+09ns,host2,pk-host1-to-host2-#672,-1
+1.62064e+09ns,host1,pk-host2-to-host1-#674,-1
+1.62064e+09ns,host1,pk-host3-to-host1-#477,-1
+1.62064e+09ns,host3,pk-host4-to-host1-#678,1
+1.63264e+09ns,host1,pk-host0-to-host1-#671,-1
+1.63264e+09ns,host2,pk-host1-to-host2-#673,-1
+1.63264e+09ns,host1,pk-host2-to-host1-#675,-1
+1.63264e+09ns,host1,pk-host3-to-host1-#486,-1
+1.63264e+09ns,host3,pk-host4-to-host1-#679,1
+1.64464e+09ns,host1,pk-host0-to-host1-#680,-1
+1.64464e+09ns,host2,pk-host1-to-host2-#682,-1
+1.64464e+09ns,host1,pk-host2-to-host1-#684,-1
+1.64464e+09ns,host1,pk-host3-to-host1-#487,-1
+1.64464e+09ns,host3,pk-host4-to-host1-#688,1
+1.65664e+09ns,host1,pk-host0-to-host1-#681,-1
+1.65664e+09ns,host2,pk-host1-to-host2-#683,-1
+1.65664e+09ns,host1,pk-host2-to-host1-#685,-1
+1.65664e+09ns,host1,pk-host4-to-host1-#199,-1
+1.65664e+09ns,host3,pk-host4-to-host1-#689,1
+1.66864e+09ns,host1,pk-host0-to-host1-#690,-1
+1.66864e+09ns,host2,pk-host1-to-host2-#692,-1
+1.66864e+09ns,host1,pk-host2-to-host1-#694,-1
+1.66864e+09ns,host1,pk-host3-to-host1-#496,-1
+1.66864e+09ns,host3,pk-host4-to-host1-#698,1
+1.68064e+09ns,host1,pk-host0-to-host1-#691,-1
+1.68064e+09ns,host2,pk-host1-to-host2-#693,-1
+1.68064e+09ns,host1,pk-host2-to-host1-#695,-1
+1.68064e+09ns,host1,pk-host3-to-host1-#497,-1
+1.68064e+09ns,host3,pk-host4-to-host1-#699,1
+1.69264e+09ns,host1,pk-host0-to-host1-#700,-1
+1.69264e+09ns,host2,pk-host1-to-host2-#702,-1
+1.69264e+09ns,host1,pk-host2-to-host1-#704,-1
+1.69264e+09ns,host1,pk-host4-to-host1-#208,-1
+1.69264e+09ns,host3,pk-host4-to-host1-#708,1
+1.70464e+09ns,host1,pk-host0-to-host1-#701,-1
+1.70464e+09ns,host2,pk-host1-to-host2-#703,-1
+1.70464e+09ns,host1,pk-host2-to-host1-#705,-1
+1.70464e+09ns,host1,pk-host3-to-host1-#506,-1
+1.70464e+09ns,host3,pk-host4-to-host1-#709,1
+1.71664e+09ns,host1,pk-host0-to-host1-#710,-1
+1.71664e+09ns,host2,pk-host1-to-host2-#712,-1
+1.71664e+09ns,host1,pk-host2-to-host1-#714,-1
+1.71664e+09ns,host1,pk-host4-to-host1-#209,-1
+1.71664e+09ns,host3,pk-host4-to-host1-#718,1
+1.72864e+09ns,host1,pk-host0-to-host1-#711,-1
+1.72864e+09ns,host2,pk-host1-to-host2-#713,-1
+1.72864e+09ns,host1,pk-host2-to-host1-#715,-1
+1.72864e+09ns,host1,pk-host4-to-host1-#218,-1
+1.72864e+09ns,host3,pk-host4-to-host1-#719,1
+1.74064e+09ns,host1,pk-host0-to-host1-#720,-1
+1.74064e+09ns,host2,pk-host1-to-host2-#722,-1
+1.74064e+09ns,host1,pk-host2-to-host1-#724,-1
+1.74064e+09ns,host1,pk-host4-to-host1-#219,-1
+1.74064e+09ns,host3,pk-host4-to-host1-#728,1
+1.75264e+09ns,host1,pk-host0-to-host1-#721,-1
+1.75264e+09ns,host2,pk-host1-to-host2-#723,-1
+1.75264e+09ns,host1,pk-host2-to-host1-#725,-1
+1.75264e+09ns,host1,pk-host3-to-host1-#546,-1
+1.75264e+09ns,host3,pk-host4-to-host1-#729,1
+1.76464e+09ns,host1,pk-host0-to-host1-#730,-1
+1.76464e+09ns,host2,pk-host1-to-host2-#732,-1
+1.76464e+09ns,host1,pk-host2-to-host1-#734,-1
+1.76464e+09ns,host1,pk-host4-to-host1-#229,-1
+1.76464e+09ns,host3,pk-host4-to-host1-#738,1
+1.77664e+09ns,host1,pk-host0-to-host1-#731,-1
+1.77664e+09ns,host2,pk-host1-to-host2-#733,-1
+1.77664e+09ns,host1,pk-host2-to-host1-#735,-1
+1.77664e+09ns,host1,pk-host4-to-host1-#238,-1
+1.77664e+09ns,host3,pk-host4-to-host1-#739,1
+1.78864e+09ns,host1,pk-host0-to-host1-#740,-1
+1.78864e+09ns,host2,pk-host1-to-host2-#742,-1
+1.78864e+09ns,host1,pk-host2-to-host1-#744,-1
+1.78864e+09ns,host1,pk-host4-to-host1-#239,-1
+1.78864e+09ns,host3,pk-host4-to-host1-#748,1
+1.80064e+09ns,host1,pk-host0-to-host1-#741,-1
+1.80064e+09ns,host2,pk-host1-to-host2-#743,-1
+1.80064e+09ns,host1,pk-host2-to-host1-#745,-1
+1.80064e+09ns,host1,pk-host4-to-host1-#248,-1
+1.80064e+09ns,host3,pk-host4-to-host1-#749,1
+1.81264e+09ns,host1,pk-host0-to-host1-#750,-1
+1.81264e+09ns,host2,pk-host1-to-host2-#752,-1
+1.81264e+09ns,host1,pk-host2-to-host1-#754,-1
+1.81264e+09ns,host1,pk-host3-to-host1-#606,-1
+1.81264e+09ns,host3,pk-host4-to-host1-#758,1
+1.82464e+09ns,host1,pk-host0-to-host1-#751,-1
+1.82464e+09ns,host2,pk-host1-to-host2-#753,-1
+1.82464e+09ns,host1,pk-host2-to-host1-#755,-1
+1.82464e+09ns,host1,pk-host4-to-host1-#258,-1
+1.82464e+09ns,host3,pk-host4-to-host1-#759,1
+1.83664e+09ns,host1,pk-host0-to-host1-#760,-1
+1.83664e+09ns,host2,pk-host1-to-host2-#762,-1
+1.83664e+09ns,host1,pk-host2-to-host1-#764,-1
+1.83664e+09ns,host1,pk-host4-to-host1-#259,-1
+1.83664e+09ns,host3,pk-host4-to-host1-#768,1
+1.84864e+09ns,host1,pk-host0-to-host1-#761,-1
+1.84864e+09ns,host2,pk-host1-to-host2-#763,-1
+1.84864e+09ns,host1,pk-host2-to-host1-#765,-1
+1.84864e+09ns,host1,pk-host4-to-host1-#268,-1
+1.84864e+09ns,host3,pk-host4-to-host1-#769,1
+1.86064e+09ns,host1,pk-host0-to-host1-#770,-1
+1.86064e+09ns,host2,pk-host1-to-host2-#772,-1
+1.86064e+09ns,host1,pk-host2-to-host1-#774,-1
+1.86064e+09ns,host1,pk-host4-to-host1-#269,-1
+1.86064e+09ns,host3,pk-host4-to-host1-#778,1
+1.87264e+09ns,host1,pk-host0-to-host1-#771,-1
+1.87264e+09ns,host2,pk-host1-to-host2-#773,-1
+1.87264e+09ns,host1,pk-host2-to-host1-#775,-1
+1.87264e+09ns,host1,pk-host3-to-host1-#666,-1
+1.87264e+09ns,host3,pk-host4-to-host1-#779,1
+1.88464e+09ns,host1,pk-host0-to-host1-#780,-1
+1.88464e+09ns,host2,pk-host1-to-host2-#782,-1
+1.88464e+09ns,host1,pk-host2-to-host1-#784,-1
+1.88464e+09ns,host1,pk-host4-to-host1-#279,-1
+1.88464e+09ns,host3,pk-host4-to-host1-#788,1
+1.89664e+09ns,host1,pk-host0-to-host1-#781,-1
+1.89664e+09ns,host2,pk-host1-to-host2-#783,-1
+1.89664e+09ns,host1,pk-host2-to-host1-#785,-1
+1.89664e+09ns,host1,pk-host4-to-host1-#288,-1
+1.89664e+09ns,host3,pk-host4-to-host1-#789,1
+1.90864e+09ns,host1,pk-host0-to-host1-#790,-1
+1.90864e+09ns,host2,pk-host1-to-host2-#792,-1
+1.90864e+09ns,host1,pk-host2-to-host1-#794,-1
+1.90864e+09ns,host1,pk-host4-to-host1-#289,-1
+1.90864e+09ns,host3,pk-host4-to-host1-#798,1
+1.92064e+09ns,host1,pk-host0-to-host1-#791,-1
+1.92064e+09ns,host2,pk-host1-to-host2-#793,-1
+1.92064e+09ns,host1,pk-host2-to-host1-#795,-1
+1.92064e+09ns,host1,pk-host4-to-host1-#298,-1
+1.92064e+09ns,host3,pk-host4-to-host1-#799,1
+1.93264e+09ns,host1,pk-host0-to-host1-#800,-1
+1.93264e+09ns,host2,pk-host1-to-host2-#802,-1
+1.93264e+09ns,host1,pk-host2-to-host1-#804,-1
+1.93264e+09ns,host1,pk-host3-to-host1-#726,-1
+1.93264e+09ns,host3,pk-host4-to-host1-#808,1
+1.94464e+09ns,host1,pk-host0-to-host1-#801,-1
+1.94464e+09ns,host2,pk-host1-to-host2-#803,-1
+1.94464e+09ns,host1,pk-host2-to-host1-#805,-1
+1.94464e+09ns,host1,pk-host4-to-host1-#308,-1
+1.94464e+09ns,host3,pk-host4-to-host1-#809,1
+1.95664e+09ns,host1,pk-host0-to-host1-#810,-1
+1.95664e+09ns,host2,pk-host1-to-host2-#812,-1
+1.95664e+09ns,host1,pk-host2-to-host1-#814,-1
+1.95664e+09ns,host1,pk-host4-to-host1-#309,-1
+1.95664e+09ns,host3,pk-host4-to-host1-#818,1
+1.96864e+09ns,host1,pk-host0-to-host1-#811,-1
+1.96864e+09ns,host2,pk-host1-to-host2-#813,-1
+1.96864e+09ns,host1,pk-host2-to-host1-#815,-1
+1.96864e+09ns,host1,pk-host4-to-host1-#318,-1
+1.96864e+09ns,host3,pk-host4-to-host1-#819,1
+1.98064e+09ns,host1,pk-host0-to-host1-#820,-1
+1.98064e+09ns,host2,pk-host1-to-host2-#822,-1
+1.98064e+09ns,host1,pk-host2-to-host1-#824,-1
+1.98064e+09ns,host1,pk-host4-to-host1-#319,-1
+1.98064e+09ns,host3,pk-host4-to-host1-#828,1
+1.99264e+09ns,host1,pk-host0-to-host1-#821,-1
+1.99264e+09ns,host2,pk-host1-to-host2-#823,-1
+1.99264e+09ns,host1,pk-host2-to-host1-#825,-1
+1.99264e+09ns,host1,pk-host3-to-host1-#786,-1
+1.99264e+09ns,host3,pk-host4-to-host1-#829,1
+2.00464e+09ns,host1,pk-host0-to-host1-#830,-1
+2.00464e+09ns,host2,pk-host1-to-host2-#832,-1
+2.00464e+09ns,host1,pk-host2-to-host1-#834,-1
+2.00464e+09ns,host1,pk-host4-to-host1-#329,-1
+2.00464e+09ns,host3,pk-host4-to-host1-#838,1
+2.01664e+09ns,host1,pk-host0-to-host1-#831,-1
+2.01664e+09ns,host2,pk-host1-to-host2-#833,-1
+2.01664e+09ns,host1,pk-host2-to-host1-#835,-1
+2.01664e+09ns,host1,pk-host4-to-host1-#338,-1
+2.01664e+09ns,host3,pk-host4-to-host1-#839,1
+2.02864e+09ns,host1,pk-host0-to-host1-#840,-1
+2.02864e+09ns,host2,pk-host1-to-host2-#842,-1
+2.02864e+09ns,host1,pk-host2-to-host1-#844,-1
+2.02864e+09ns,host1,pk-host4-to-host1-#339,-1
+2.02864e+09ns,host3,pk-host4-to-host1-#848,1
+2.04064e+09ns,host1,pk-host0-to-host1-#841,-1
+2.04064e+09ns,host2,pk-host1-to-host2-#843,-1
+2.04064e+09ns,host1,pk-host2-to-host1-#845,-1
+2.04064e+09ns,host1,pk-host4-to-host1-#348,-1
+2.04064e+09ns,host3,pk-host4-to-host1-#849,1
+2.05264e+09ns,host1,pk-host0-to-host1-#850,-1
+2.05264e+09ns,host2,pk-host1-to-host2-#852,-1
+2.05264e+09ns,host1,pk-host2-to-host1-#854,-1
+2.05264e+09ns,host1,pk-host3-to-host1-#846,-1
+2.05264e+09ns,host3,pk-host4-to-host1-#858,1
+2.06464e+09ns,host1,pk-host0-to-host1-#860,-1
+2.06464e+09ns,host2,pk-host1-to-host2-#862,-1
+2.06464e+09ns,host1,pk-host2-to-host1-#864,-1
+2.06464e+09ns,host1,pk-host4-to-host1-#358,-1
+2.06464e+09ns,host3,pk-host4-to-host1-#868,1
+2.07664e+09ns,host1,pk-host0-to-host1-#870,-1
+2.07664e+09ns,host2,pk-host1-to-host2-#872,-1
+2.07664e+09ns,host1,pk-host2-to-host1-#874,-1
+2.07664e+09ns,host1,pk-host4-to-host1-#359,-1
+2.07664e+09ns,host3,pk-host4-to-host1-#878,1
+2.08864e+09ns,host1,pk-host0-to-host1-#880,-1
+2.08864e+09ns,host2,pk-host1-to-host2-#882,-1
+2.08864e+09ns,host1,pk-host2-to-host1-#884,-1
+2.08864e+09ns,host1,pk-host4-to-host1-#368,-1
+2.08864e+09ns,host3,pk-host4-to-host1-#888,1
+2.10064e+09ns,host1,pk-host0-to-host1-#890,-1
+2.10064e+09ns,host2,pk-host1-to-host2-#892,-1
+2.10064e+09ns,host1,pk-host2-to-host1-#894,-1
+2.10064e+09ns,host1,pk-host4-to-host1-#369,-1
+2.10064e+09ns,host3,pk-host4-to-host1-#898,1
+2.11264e+09ns,host1,pk-host0-to-host1-#900,-1
+2.11264e+09ns,host2,pk-host1-to-host2-#902,-1
+2.11264e+09ns,host1,pk-host2-to-host1-#904,-1
+2.11264e+09ns,host1,pk-host3-to-host1-#906,-1
+2.11264e+09ns,host3,pk-host4-to-host1-#908,1
+2.12464e+09ns,host1,pk-host0-to-host1-#920,-1
+2.12464e+09ns,host2,pk-host1-to-host2-#922,-1
+2.12464e+09ns,host1,pk-host2-to-host1-#924,-1
+2.12464e+09ns,host1,pk-host4-to-host1-#379,-1
+2.12464e+09ns,host3,pk-host4-to-host1-#928,1
+2.13664e+09ns,host1,pk-host0-to-host1-#930,-1
+2.13664e+09ns,host2,pk-host1-to-host2-#932,-1
+2.13664e+09ns,host1,pk-host2-to-host1-#934,-1
+2.13664e+09ns,host1,pk-host4-to-host1-#388,-1
+2.13664e+09ns,host3,pk-host4-to-host1-#938,1
+2.14864e+09ns,host1,pk-host0-to-host1-#940,-1
+2.14864e+09ns,host2,pk-host1-to-host2-#942,-1
+2.14864e+09ns,host1,pk-host2-to-host1-#944,-1
+2.14864e+09ns,host1,pk-host4-to-host1-#389,-1
+2.14864e+09ns,host3,pk-host4-to-host1-#948,1
+2.16064e+09ns,host1,pk-host0-to-host1-#950,-1
+2.16064e+09ns,host2,pk-host1-to-host2-#952,-1
+2.16064e+09ns,host1,pk-host2-to-host1-#954,-1
+2.16064e+09ns,host1,pk-host4-to-host1-#398,-1
+2.16064e+09ns,host3,pk-host4-to-host1-#958,1
+2.17264e+09ns,host1,pk-host0-to-host1-#960,-1
+2.17264e+09ns,host2,pk-host1-to-host2-#962,-1
+2.17264e+09ns,host1,pk-host2-to-host1-#964,-1
+2.17264e+09ns,host1,pk-host3-to-host1-#966,-1
+2.17264e+09ns,host3,pk-host4-to-host1-#968,1
+2.18464e+09ns,host1,pk-host0-to-host1-#980,-1
+2.18464e+09ns,host2,pk-host1-to-host2-#982,-1
+2.18464e+09ns,host1,pk-host2-to-host1-#984,-1
+2.18464e+09ns,host1,pk-host4-to-host1-#408,-1
+2.18464e+09ns,host3,pk-host4-to-host1-#988,1
+2.19664e+09ns,host1,pk-host0-to-host1-#990,-1
+2.19664e+09ns,host2,pk-host1-to-host2-#992,-1
+2.19664e+09ns,host1,pk-host2-to-host1-#994,-1
+2.19664e+09ns,host1,pk-host4-to-host1-#409,-1
+2.19664e+09ns,host3,pk-host4-to-host1-#998,1
+2.20864e+09ns,host1,pk-host0-to-host1-#1000,-1
+2.20864e+09ns,host2,pk-host1-to-host2-#1002,-1
+2.20864e+09ns,host1,pk-host2-to-host1-#1004,-1
+2.20864e+09ns,host1,pk-host4-to-host1-#418,-1
+2.20864e+09ns,host3,pk-host4-to-host1-#1008,1
+2.22064e+09ns,host1,pk-host4-to-host1-#419,-1
+2.23264e+09ns,host1,pk-host4-to-host1-#428,-1
+2.24464e+09ns,host1,pk-host4-to-host1-#429,-1
+2.25664e+09ns,host1,pk-host4-to-host1-#438,-1
+2.26864e+09ns,host1,pk-host4-to-host1-#439,-1
+2.28064e+09ns,host1,pk-host4-to-host1-#448,-1
+2.29264e+09ns,host1,pk-host4-to-host1-#449,-1
+2.30464e+09ns,host1,pk-host4-to-host1-#458,-1
+2.31664e+09ns,host1,pk-host4-to-host1-#459,-1
+2.32864e+09ns,host1,pk-host4-to-host1-#468,-1
+2.34064e+09ns,host1,pk-host4-to-host1-#469,-1
+2.35264e+09ns,host1,pk-host4-to-host1-#478,-1
+2.36464e+09ns,host1,pk-host4-to-host1-#479,-1
+2.37664e+09ns,host1,pk-host4-to-host1-#488,-1
+2.38864e+09ns,host1,pk-host4-to-host1-#489,-1
+2.40064e+09ns,host1,pk-host4-to-host1-#498,-1
+2.41264e+09ns,host1,pk-host4-to-host1-#499,-1
+2.42464e+09ns,host1,pk-host4-to-host1-#508,-1
+2.43664e+09ns,host1,pk-host4-to-host1-#509,-1
+2.44864e+09ns,host1,pk-host4-to-host1-#518,-1
+2.46064e+09ns,host1,pk-host4-to-host1-#519,-1
+2.47264e+09ns,host1,pk-host4-to-host1-#528,-1
+2.48464e+09ns,host1,pk-host4-to-host1-#529,-1
+2.49664e+09ns,host1,pk-host4-to-host1-#538,-1
+2.50864e+09ns,host1,pk-host4-to-host1-#539,-1
+2.52064e+09ns,host1,pk-host4-to-host1-#548,-1
+2.53264e+09ns,host1,pk-host4-to-host1-#549,-1
+2.54464e+09ns,host1,pk-host4-to-host1-#558,-1
+2.55664e+09ns,host1,pk-host4-to-host1-#559,-1
+2.56864e+09ns,host1,pk-host4-to-host1-#568,-1
+2.58064e+09ns,host1,pk-host4-to-host1-#569,-1
+2.59264e+09ns,host1,pk-host4-to-host1-#578,-1
+2.60464e+09ns,host1,pk-host4-to-host1-#579,-1
+2.61664e+09ns,host1,pk-host4-to-host1-#588,-1
+2.62864e+09ns,host1,pk-host4-to-host1-#589,-1
+2.64064e+09ns,host1,pk-host4-to-host1-#598,-1
+2.65264e+09ns,host1,pk-host4-to-host1-#599,-1
+2.66464e+09ns,host1,pk-host4-to-host1-#608,-1
+2.67664e+09ns,host1,pk-host4-to-host1-#609,-1
+2.68864e+09ns,host1,pk-host4-to-host1-#618,-1
+2.70064e+09ns,host1,pk-host4-to-host1-#619,-1
+2.71264e+09ns,host1,pk-host4-to-host1-#628,-1
+2.72464e+09ns,host1,pk-host4-to-host1-#629,-1
+2.73664e+09ns,host1,pk-host4-to-host1-#638,-1
